timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1622996012448,78,HTTP Request,200,OK,Thread Group 1-27,text,true,,14129,162,44,44,http://www.google.com/,78,0,0
1622996012410,116,HTTP Request,200,OK,Thread Group 1-39,text,true,,14167,162,44,44,http://www.google.com/,116,0,39
1622996012437,89,HTTP Request,200,OK,Thread Group 1-21,text,true,,14237,162,44,44,http://www.google.com/,89,0,0
1622996012428,102,HTTP Request,200,OK,Thread Group 1-16,text,true,,14181,162,44,44,http://www.google.com/,102,0,0
1622996012452,78,HTTP Request,200,OK,Thread Group 1-13,text,true,,14140,162,44,44,http://www.google.com/,78,0,0
1622996012431,99,HTTP Request,200,OK,Thread Group 1-40,text,true,,14138,162,44,44,http://www.google.com/,99,0,26
1622996012455,77,HTTP Request,200,OK,Thread Group 1-15,text,true,,14153,162,45,45,http://www.google.com/,77,0,0
1622996012459,78,HTTP Request,200,OK,Thread Group 1-4,text,true,,14179,162,45,45,http://www.google.com/,78,0,0
1622996012392,146,HTTP Request,200,OK,Thread Group 1-38,text,true,,14169,162,45,45,http://www.google.com/,115,0,40
1622996012455,83,HTTP Request,200,OK,Thread Group 1-12,text,true,,14139,162,45,45,http://www.google.com/,83,0,0
1622996012447,103,HTTP Request,200,OK,Thread Group 1-31,text,true,,14973,162,45,45,http://www.google.com/,103,0,0
1622996012461,91,HTTP Request,200,OK,Thread Group 1-17,text,true,,14156,162,46,46,http://www.google.com/,91,0,0
1622996012471,82,HTTP Request,200,OK,Thread Group 1-6,text,true,,14162,162,46,46,http://www.google.com/,82,0,0
1622996012468,89,HTTP Request,200,OK,Thread Group 1-7,text,true,,14188,162,46,46,http://www.google.com/,89,0,0
1622996012451,106,HTTP Request,200,OK,Thread Group 1-41,text,true,,14144,162,46,46,http://www.google.com/,106,0,34
1622996012480,88,HTTP Request,200,OK,Thread Group 1-10,text,true,,14192,162,46,46,http://www.google.com/,88,0,0
1622996012488,84,HTTP Request,200,OK,Thread Group 1-28,text,true,,14207,162,47,47,http://www.google.com/,84,0,0
1622996012488,84,HTTP Request,200,OK,Thread Group 1-29,text,true,,14156,162,47,47,http://www.google.com/,84,0,0
1622996012498,75,HTTP Request,200,OK,Thread Group 1-24,text,true,,14204,162,47,47,http://www.google.com/,75,0,0
1622996012498,82,HTTP Request,200,OK,Thread Group 1-20,text,true,,14161,162,47,47,http://www.google.com/,82,0,0
1622996012497,83,HTTP Request,200,OK,Thread Group 1-1,text,true,,14140,162,47,47,http://www.google.com/,83,0,0
1622996012498,83,HTTP Request,200,OK,Thread Group 1-25,text,true,,14184,162,47,47,http://www.google.com/,83,0,0
1622996012496,88,HTTP Request,200,OK,Thread Group 1-23,text,true,,14122,162,47,47,http://www.google.com/,88,0,0
1622996012511,78,HTTP Request,200,OK,Thread Group 1-34,text,true,,14156,162,47,47,http://www.google.com/,78,0,0
1622996012512,77,HTTP Request,200,OK,Thread Group 1-11,text,true,,14211,162,47,47,http://www.google.com/,77,0,0
1622996012509,80,HTTP Request,200,OK,Thread Group 1-32,text,true,,14182,162,47,47,http://www.google.com/,80,0,0
1622996012509,84,HTTP Request,200,OK,Thread Group 1-36,text,true,,14135,162,48,48,http://www.google.com/,84,0,0
1622996012511,82,HTTP Request,200,OK,Thread Group 1-5,text,true,,14206,162,48,48,http://www.google.com/,82,0,0
1622996012508,85,HTTP Request,200,OK,Thread Group 1-3,text,true,,14226,162,48,48,http://www.google.com/,85,0,0
1622996012516,78,HTTP Request,200,OK,Thread Group 1-18,text,true,,14184,162,48,48,http://www.google.com/,78,0,0
1622996012509,85,HTTP Request,200,OK,Thread Group 1-8,text,true,,14197,162,48,48,http://www.google.com/,85,0,0
